record_id,source,source_category,tier,name,canonical_name,value,value_text,range_low,range_high,range_text,demand,rarity,stability,origin,change_text,image_url,wiki_url,page_url,source_item_id,fetched_at
918be5c01142e97a5d2a9f9f,mm2values,chroma,TIER 1,Chroma Elderwood Blade Value: 35,chroma elderwood blade value 35,35.0,35,,,N/A,1.0,2.0,Stable,,,https://www.mm2values.com/img/ChromaElderwoodBlade.png,https://murder-mystery-2.fandom.com/wiki/Chroma_Elderwood_Blade,https://www.mm2values.com/?p=chroma,616,2026-07-31T08:58:31.880603+00:00
22995f3967d8daac15ec4e81,mm2values,chroma,TIER 3,"Chroma Evergreen Value: 49,000",chroma evergreen value 49 000,49000.0,"49,000",48000.0,49000.0,48000-49000,6.0,7.0,Underpaid For,,,https://www.mm2values.com/img/Chroma_Evergreen.png,https://murder-mystery-2.fandom.com/wiki/Chroma_Evergreen,https://www.mm2values.com/?p=chroma,773,2026-07-31T08:58:31.880603+00:00
4b2e4a084d12c134d21671d4,mm2values,chroma,TIER 3,"Chroma Evergun Value: 74,000",chroma evergun value 74 000,74000.0,"74,000",,,N/A,6.5,9.0,Stable,,,https://www.mm2values.com/img/Chroma_Evergun.png,https://murder-mystery-2.fandom.com/wiki/Chroma_Evergun,https://www.mm2values.com/?p=chroma,772,2026-07-31T08:58:31.880603+00:00
c23ab26e5974b342f51a57ab,mm2values,chroma,TIER 1,Chroma Fang Value: 33,chroma fang value 33,33.0,33,,,N/A,1.0,1.5,Stable,,,https://www.mm2values.com/img/chromafang.png,https://murder-mystery-2.fandom.com/wiki/Chroma_Fang,https://www.mm2values.com/?p=chroma,10,2026-07-31T08:58:31.880603+00:00
29dc332199d0e4d91a9e01ce,mm2values,chroma,TIER 1,Chroma Gemstone Value: 33,chroma gemstone value 33,33.0,33,,,N/A,1.0,1.5,Stable,,,https://www.mm2values.com/img/chromagem.png,https://murder-mystery-2.fandom.com/wiki/Chroma_Gemstone,https://www.mm2values.com/?p=chroma,439,2026-07-31T08:58:31.880603+00:00
2b2458aa0b2027c1b2b502c8,mm2values,chroma,TIER 1,Chroma Gingerblade Value: 25,chroma gingerblade value 25,25.0,25,,,N/A,1.0,2.0,Stable,,,https://www.mm2values.com/img/Chroma_Gingerblade.png,https://murder-mystery-2.fandom.com/wiki/Chroma_Gingerblade,https://www.mm2values.com/?p=chroma,17,2026-07-31T08:58:31.880603+00:00
22ce0448b27b6070613d7379,mm2values,chroma,TIER 3,"Chroma Heart Wand Value: 4,150",chroma heart wand value 4 150,4150.0,"4,150",,,N/A,4.5,3.5,Stable,,,https://www.mm2values.com/img/CHeartwand.png,https://murder-mystery-2.fandom.com/wiki/Chroma_Heart_Wand,https://www.mm2values.com/?p=chroma,990,2026-07-31T08:58:31.880603+00:00
e6a456355ae5de59614de7cf,mm2values,chroma,TIER 1,Chroma Heat Value: 30,chroma heat value 30,30.0,30,,,N/A,1.0,1.5,Stable,,,https://www.mm2values.com/img/chromaheat.png,https://murder-mystery-2.fandom.com/wiki/Chroma_Heat,https://www.mm2values.com/?p=chroma,11,2026-07-31T08:58:31.880603+00:00
92bc954adfcdb86b5a55ef86,mm2values,chroma,TIER 3,"Chroma Icecream Value: 1,850",chroma icecream value 1 850,1850.0,"1,850",1700.0,1950.0,1700-1950,5.5,4.0,Fluctuating,,,https://www.mm2values.com/img/C_Icecream.png,,https://www.mm2values.com/?p=chroma,1006,2026-07-31T08:58:31.880603+00:00
62511f2cc9091be8f5277c30,mm2values,chroma,TIER 1,Chroma Laser Value: 40,chroma laser value 40,40.0,40,,,N/A,2.0,2.0,Stable,,,https://www.mm2values.com/img/chromalaser.png,https://murder-mystery-2.fandom.com/wiki/Chroma_Laser,https://www.mm2values.com/?p=chroma,8,2026-07-31T08:58:31.880603+00:00
1be4231188f582f54a596693,mm2values,chroma,TIER 1,Chroma Lightbringer Value: 55,chroma lightbringer value 55,55.0,55,,,N/A,2.0,2.0,Stable,,,https://www.mm2values.com/img/Chroma_Lightbringer.png,https://murder-mystery-2.fandom.com/wiki/Chroma_Lightbringer,https://www.mm2values.com/?p=chroma,446,2026-07-31T08:58:31.880603+00:00
f9a60b4a9fbc5942658f106b,mm2values,chroma,TIER 1,Chroma Luger Value: 48,chroma luger value 48,48.0,48,,,N/A,2.0,2.0,Stable,,,https://www.mm2values.com/img/chromaluger.png,https://murder-mystery-2.fandom.com/wiki/Chroma_Luger,https://www.mm2values.com/?p=chroma,6,2026-07-31T08:58:31.880603+00:00
056221205a282b7bc15809bd,mm2values,chroma,TIER 3,"Chroma Ornament Value: 1,800",chroma ornament value 1 800,1800.0,"1,800",,,N/A,3.0,3.0,Stable,,,https://www.mm2values.com/img/Chroma_Ornament.png,,https://www.mm2values.com/?p=chroma,985,2026-07-31T08:58:31.880603+00:00
c7f1f9c2e6593c742727e7d2,mm2values,chroma,TIER 3,"Chroma Raygun Value: 11,750",chroma raygun value 11 750,11750.0,"11,750",,,N/A,5.0,4.5,Stable,,,https://www.mm2values.com/img/ChromaRaygun.png,https://murder-mystery-2.fandom.com/wiki/Chroma_Raygun,https://www.mm2values.com/?p=chroma,928,2026-07-31T08:58:31.880603+00:00
12c781468470a7a2aef24d06,mm2values,chroma,TIER 3,"Chroma Sands Value: 1,650",chroma sands value 1 650,1650.0,"1,650",1600.0,1800.0,1600-1800,5.5,4.0,Fluctuating,,,https://www.mm2values.com/img/CSands.png,,https://www.mm2values.com/?p=chroma,1007,2026-07-31T08:58:31.880603+00:00
25a1cf8f89ac89500e8a2925,mm2values,chroma,TIER 1,Chroma Saw Value: 22,chroma saw value 22,22.0,22,,,N/A,1.0,2.0,Stable,,,https://www.mm2values.com/img/chromasaw.png,https://murder-mystery-2.fandom.com/wiki/Chroma_Saw,https://www.mm2values.com/?p=chroma,12,2026-07-31T08:58:31.880603+00:00
a8314ccc179a31841a570db5,mm2values,chroma,TIER 1,Chroma Seer Value: 25,chroma seer value 25,25.0,25,,,N/A,1.0,1.5,Stable,,,https://www.mm2values.com/img/chromaseer.png,https://murder-mystery-2.fandom.com/wiki/Chroma_Seer,https://www.mm2values.com/?p=chroma,15,2026-07-31T08:58:31.880603+00:00
32ea1fb276e8237c574f8eae,mm2values,chroma,TIER 1,Chroma Shark Value: 33,chroma shark value 33,33.0,33,,,N/A,1.5,2.0,Stable,,,https://www.mm2values.com/img/chromashark.png,https://murder-mystery-2.fandom.com/wiki/Chroma_Shark,https://www.mm2values.com/?p=chroma,7,2026-07-31T08:58:31.880603+00:00
17ebb66b4d823dde1745f61d,mm2values,chroma,TIER 1,Chroma Slasher Value: 33,chroma slasher value 33,33.0,33,,,N/A,2.0,2.0,Stable,,,https://www.mm2values.com/img/chromaslasher.png,https://murder-mystery-2.fandom.com/wiki/Chroma_Slasher,https://www.mm2values.com/?p=chroma,9,2026-07-31T08:58:31.880603+00:00
7d148f94b68f9ec1ed47e489,mm2values,chroma,TIER 3,"Chroma Snow Dagger Value: 4,000",chroma snow dagger value 4 000,4000.0,"4,000",,,N/A,4.0,4.5,Stable,,,https://www.mm2values.com/img/Chroma_Snow_Dagger.png,,https://www.mm2values.com/?p=chroma,960,2026-07-31T08:58:31.880603+00:00
2b74bcded5251b7bd54bbafe,mm2values,chroma,TIER 3,"Chroma Snowcannon Value: 8,650",chroma snowcannon value 8 650,8650.0,"8,650",,,N/A,6.0,4.5,Stable,,,https://www.mm2values.com/img/Chroma_Snowcannon.png,,https://www.mm2values.com/?p=chroma,962,2026-07-31T08:58:31.880603+00:00
72965055d9ea2362fcbcc726,mm2values,chroma,TIER 3,"Chroma Snowstorm Value: 4,250",chroma snowstorm value 4 250,4250.0,"4,250",,,N/A,4.0,5.0,Stable,,,https://www.mm2values.com/img/Chroma_Snowstorm.png,,https://www.mm2values.com/?p=chroma,958,2026-07-31T08:58:31.880603+00:00
ca756c1034e29a418f22fba9,mm2values,chroma,TIER 3,"Chroma Sunrise Value: 13,250",chroma sunrise value 13 250,13250.0,"13,250",,,N/A,5.0,5.0,Stable,,,https://www.mm2values.com/img/ChromaSunsetGun.png,https://murder-mystery-2.fandom.com/wiki/Chroma_Sunrise,https://www.mm2values.com/?p=chroma,899,2026-07-31T08:58:31.880603+00:00
6b88c7e80014d8aa5b977a3c,mm2values,chroma,TIER 3,"Chroma Sunset Value: 8,250",chroma sunset value 8 250,8250.0,"8,250",,,N/A,5.0,4.5,Stable,,,https://www.mm2values.com/img/ChromaSunsetKnife.png,https://murder-mystery-2.fandom.com/wiki/Chroma_Sunset,https://www.mm2values.com/?p=chroma,900,2026-07-31T08:58:31.880603+00:00
bf75e53c5414397b1df23e39,mm2values,chroma,TIER 3,"Chroma Sweet Value: 2,450",chroma sweet value 2 450,2450.0,"2,450",,,N/A,5.5,4.0,Stable,,,https://www.mm2values.com/img/Csweet.png,https://murder-mystery-2.fandom.com/wiki/Chroma_Sweet,https://www.mm2values.com/?p=chroma,991,2026-07-31T08:58:31.880603+00:00
2478aab00f6429a08ce241ec,mm2values,chroma,TIER 1,Chroma Swirlygun Value: 38,chroma swirlygun value 38,38.0,38,,,N/A,1.0,2.0,Stable,,,https://www.mm2values.com/img/chromaswirlygun.png,https://murder-mystery-2.fandom.com/wiki/Chroma_Swirly_Gun,https://www.mm2values.com/?p=chroma,527,2026-07-31T08:58:31.880603+00:00
773b6d4f8d8ee1cf8a78c886,mm2values,chroma,TIER 1,Chroma Tides Value: 25,chroma tides value 25,25.0,25,,,N/A,1.0,1.5,Stable,,,https://www.mm2values.com/img/chromatides.png,https://murder-mystery-2.fandom.com/wiki/Chroma_Tides,https://www.mm2values.com/?p=chroma,14,2026-07-31T08:58:31.880603+00:00
f22923b5a9990a3455c63c2a,mm2values,chroma,TIER 3,"Chroma Travelers Gun Value: 220,000",chroma travelers gun value 220 000,220000.0,"220,000",,,N/A,7.0,10.0,Stable,,,https://www.mm2values.com/img/ChromaTravGun.png,https://murder-mystery-2.fandom.com/wiki/Chroma_Traveler%27s_Gun,https://www.mm2values.com/?p=chroma,739,2026-07-31T08:58:31.880603+00:00
f449aa1d9f35a7b7ad19ec7d,mm2values,chroma,TIER 3,"Chroma Treat Value: 2,900",chroma treat value 2 900,2900.0,"2,900",2900.0,2950.0,2900-2950,6.0,4.0,Peaking,,,https://www.mm2values.com/img/Ctreat.png,https://murder-mystery-2.fandom.com/wiki/Chroma_Treat,https://www.mm2values.com/?p=chroma,992,2026-07-31T08:58:31.880603+00:00
c73dbafdd54f53e17baccd93,mm2values,chroma,TIER 3,"Chroma Vampires Gun Value: 29,000",chroma vampires gun value 29 000,29000.0,"29,000",,,N/A,7.0,6.0,Stable,,,https://www.mm2values.com/img/chromavampsgun.png,https://murder-mystery-2.fandom.com/wiki/Chroma_Vampire%27s_Gun,https://www.mm2values.com/?p=chroma,831,2026-07-31T08:58:31.880603+00:00
7b6f5251a5c7d669d7e935eb,mm2values,chroma,TIER 3,"Chroma WaterGun Value: 3,400",chroma watergun value 3 400,3400.0,"3,400",,,N/A,4.0,4.5,Stable,,,https://www.mm2values.com/img/Chroma_Watergun.png,https://murder-mystery-2.fandom.com/wiki/Chroma_Watergun,https://www.mm2values.com/?p=chroma,810,2026-07-31T08:58:31.880603+00:00
1a4f9553fa9362e49144ff85,mm2values,common,TIER 3,2015,2015,2.0,2,,,N/A,1.0,3.0,Stable,,,https://www.mm2values.com/img/2015.png,https://murder-mystery-2.fandom.com/wiki/2015,https://www.mm2values.com/?p=common,199,2026-07-31T08:58:43.620988+00:00
8cb28e826ff1dfd68c54c997,mm2values,common,TIER 1,8Bit,8bit,1.0,1 X (T1) Common,,,N/A,0.0,0.0,Stable,,,https://www.mm2values.com/img/8BitUP.png,https://murder-mystery-2.fandom.com/wiki/8bit,https://www.mm2values.com/?p=common,283,2026-07-31T08:58:43.620988+00:00
72c6418885549d8aef08e6a7,mm2values,common,TIER 4,Alex,alex,5.0,5,,,N/A,2.0,3.0,Stable,,,https://www.mm2values.com/img/alex.png,https://murder-mystery-2.fandom.com/wiki/Alex,https://www.mm2values.com/?p=common,310,2026-07-31T08:58:43.620988+00:00
454205ad17aa84dbfefcafe1,mm2values,common,TIER 3,Apocalypse Gun,apocalypse gun,2.0,2,,,N/A,2.0,3.0,Stable,,,https://www.mm2values.com/img/ApocGun.png,https://murder-mystery-2.fandom.com/wiki/Apocalypse_(Gun),https://www.mm2values.com/?p=common,633,2026-07-31T08:58:43.620988+00:00
d879eb59c84b8a38355e980f,mm2values,common,TIER 2,Apocalypse Knife,apocalypse knife,1.0,1 X (T1) Rare,,,N/A,2.0,3.0,Stable,,,https://www.mm2values.com/img/ApocKnife.png,https://murder-mystery-2.fandom.com/wiki/Apocalypse_(Knife),https://www.mm2values.com/?p=common,631,2026-07-31T08:58:43.620988+00:00
6cbcd8ba767928502474d6d7,mm2values,common,TIER 1,Aqua,aqua,1.0,1 X (T1) Common,,,N/A,0.0,0.0,Stable,,,https://www.mm2values.com/img/AquaUP.png,https://murder-mystery-2.fandom.com/wiki/Aqua,https://www.mm2values.com/?p=common,299,2026-07-31T08:58:43.620988+00:00
9659526f1bfb1764a370bdf6,mm2values,common,TIER 4,Asteroid,asteroid,4.0,4,,,N/A,1.0,2.5,Stable,,,https://www.mm2values.com/img/asteroid.png,https://murder-mystery-2.fandom.com/wiki/Asteroid,https://www.mm2values.com/?p=common,226,2026-07-31T08:58:43.620988+00:00
7791136384d509c0f9ce8115,mm2values,common,TIER 1,Balloons Gun,balloons gun,1.0,1 X (T1) Common,,,N/A,0.0,0.0,Stable,,,https://www.mm2values.com/img/Balloons.png,https://murder-mystery-2.fandom.com/wiki/Balloons_(Gun),https://www.mm2values.com/?p=common,823,2026-07-31T08:58:43.620988+00:00
a2da4f90d233a4110f888de1,mm2values,common,TIER 3,Bats,bats,3.0,3,,,N/A,2.0,3.0,Stable,,,https://www.mm2values.com/img/Bats2020.png,https://murder-mystery-2.fandom.com/wiki/Bats_Knife_(2020),https://www.mm2values.com/?p=common,613,2026-07-31T08:58:43.620988+00:00
7cc78f8951194d6259eb16db,mm2values,common,TIER 1,Bats,bats,2.0,2 X (T1) Common,,,N/A,0.0,0.0,Stable,,,https://www.mm2values.com/img/Bats_knife24.png,https://murder-mystery-2.fandom.com/wiki/Bats_Gun_(2024),https://www.mm2values.com/?p=common,835,2026-07-31T08:58:43.620988+00:00
80b74c2c1ee2fe9d2a5a3ad0,mm2values,common,TIER 1,Bats,bats,2.0,2 X (T1) Common,,,N/A,0.0,0.0,Stable,,,https://www.mm2values.com/img/BatsKnife2024.png,https://murder-mystery-2.fandom.com/wiki/Bats_Knife_(2024),https://www.mm2values.com/?p=common,847,2026-07-31T08:58:43.620988+00:00
c9e8f55058655223252a924f,mm2values,common,TIER 3,Bats Gun,bats gun,1.0,1,,,N/A,1.0,2.0,Stable,,,https://www.mm2values.com/img/Bats2018UP.png,https://murder-mystery-2.fandom.com/wiki/Bats_Gun_(2018),https://www.mm2values.com/?p=common,235,2026-07-31T08:58:43.620988+00:00
f20b5b3860e70491f4fcfc26,mm2values,common,TIER 5,Bats Knife,bats knife,215.0,215,,,N/A,3.0,5.5,Stable,,,https://www.mm2values.com/img/BatsK2018UP.png,https://murder-mystery-2.fandom.com/wiki/Bats_Knife_(2018),https://www.mm2values.com/?p=common,234,2026-07-31T08:58:43.620988+00:00
0b39be71e0f7278ba1d805b5,mm2values,common,TIER 1,Bells,bells,2.0,2 X (T1) Common,,,N/A,0.0,0.0,Stable,,,https://www.mm2values.com/img/Bellsknife2023.png,https://murder-mystery-2.fandom.com/wiki/Bells,https://www.mm2values.com/?p=common,790,2026-07-31T08:58:43.620988+00:00
faf610d18fb890abea86cab4,mm2values,common,TIER 1,Big Kill,big kill,1.0,1 X (T1) Common,,,N/A,0.0,0.0,Stable,,,https://www.mm2values.com/img/Big_KillUP.png,https://murder-mystery-2.fandom.com/wiki/Big_Kill,https://www.mm2values.com/?p=common,277,2026-07-31T08:58:43.620988+00:00
84251f2f35126efb5bcbdd4c,mm2values,common,TIER 1,Bit,bit,1.0,1 X (T1) Common,,,N/A,0.0,0.0,Stable,,,https://www.mm2values.com/img/BitGunUP.png,https://murder-mystery-2.fandom.com/wiki/Bit,https://www.mm2values.com/?p=common,292,2026-07-31T08:58:43.620988+00:00
d5b3c2604360f6f18de7b5f9,mm2values,common,TIER 1,Bleached,bleached,1.0,1 X (T1) Common,,,N/A,0.0,0.0,Stable,,,https://www.mm2values.com/img/BleachedUP.png,https://murder-mystery-2.fandom.com/wiki/Bleached,https://www.mm2values.com/?p=common,296,2026-07-31T08:58:43.620988+00:00
f8c9d373a4f347b16e09fbd1,mm2values,common,TIER 3,Blossom,blossom,1.0,1,,,N/A,2.0,3.0,Stable,,,https://www.mm2values.com/img/blossom.png,https://murder-mystery-2.fandom.com/wiki/Blossom,https://www.mm2values.com/?p=common,209,2026-07-31T08:58:43.620988+00:00
94d446923763072c83ad27f5,mm2values,common,TIER 3,Bones,bones,1.0,1,,,N/A,1.0,2.5,Stable,,,https://www.mm2values.com/img/bones2016UP.png,https://murder-mystery-2.fandom.com/wiki/Bones%20(2016),https://www.mm2values.com/?p=common,230,2026-07-31T08:58:43.620988+00:00
ab58c6441d9f3125f19dbdcb,mm2values,common,TIER 1,Borders,borders,1.0,1 X (T1) Common,,,N/A,0.0,0.0,Stable,,,https://www.mm2values.com/img/BordersUP.png,https://murder-mystery-2.fandom.com/wiki/Borders,https://www.mm2values.com/?p=common,282,2026-07-31T08:58:43.620988+00:00
7bf77519c7757e20dceedf55,mm2values,common,TIER 3,Brains,brains,1.0,1,,,N/A,1.0,2.5,Stable,,,https://www.mm2values.com/img/Brain2016UP.png,https://murder-mystery-2.fandom.com/wiki/Brains_(2016),https://www.mm2values.com/?p=common,228,2026-07-31T08:58:43.620988+00:00
9313086a72b07f0109023ed9,mm2values,common,TIER 1,Brown,brown,1.0,1 X (T1) Common,,,N/A,0.0,0.0,Stable,,,https://www.mm2values.com/img/Brown_UP.png,https://murder-mystery-2.fandom.com/wiki/Brown,https://www.mm2values.com/?p=common,304,2026-07-31T08:58:43.620988+00:00
f085c84a20224f4904ba247b,mm2values,common,TIER 3,Bunny,bunny,1.0,1,,,N/A,1.0,3.0,Stable,,,https://www.mm2values.com/img/bunny.png,https://murder-mystery-2.fandom.com/wiki/Bunny,https://www.mm2values.com/?p=common,222,2026-07-31T08:58:43.620988+00:00
cc46730f2b184a16de617a92,mm2values,common,TIER 1,Candied Gun 2022,candied gun 2022,2.0,2 X (T1) Common,,,N/A,0.0,0.0,Stable,,,https://www.mm2values.com/img/CandiedGun22.png,https://murder-mystery-2.fandom.com/wiki/Candied_(Gun),https://www.mm2values.com/?p=common,675,2026-07-31T08:58:43.620988+00:00
088a9ae18821b10ec4873762,mm2values,common,TIER 1,Candied Knife,candied knife,1.0,1 X (T1) Uncommon,,,N/A,2.0,2.0,Stable,,,https://www.mm2values.com/img/CandiedKnife22.png,https://murder-mystery-2.fandom.com/wiki/Candied_(Knife),https://www.mm2values.com/?p=common,666,2026-07-31T08:58:43.620988+00:00
44414627e718469d48d71416,mm2values,common,TIER 1,Candle,candle,2.0,2 X (T1) Common,,,N/A,0.0,0.0,Stable,,,https://www.mm2values.com/img/Candle2020UP.png,https://murder-mystery-2.fandom.com/wiki/Candle,https://www.mm2values.com/?p=common,713,2026-07-31T08:58:43.620988+00:00
